Day,Exam_Date,Rank,Registration_No,Roll_No,Marks,Percentile
Day 2 (20 June 2026),20 June 2026,882,SG250139764,1050700610,31.77,42.27
Day 2 (20 June 2026),20 June 2026,319,SG250141919,1050700611,52.43,79.16
Day 2 (20 June 2026),20 June 2026,266,SG250147841,1050700614,55.42,82.63
Day 2 (20 June 2026),20 June 2026,1162,SG250150461,1050700616,20.5,23.92
Day 2 (20 June 2026),20 June 2026,1186,SG250000388,1060700617,19.49,22.35
Day 2 (20 June 2026),20 June 2026,1006,SG250001304,1060700618,26.84,34.14
Day 2 (20 June 2026),20 June 2026,1298,SG250003198,1060700619,14.52,15.01
Day 2 (20 June 2026),20 June 2026,1133,SG250004596,1060700620,21.5,25.82
Day 2 (20 June 2026),20 June 2026,270,SG250004629,1060700621,55.1,82.37
Day 2 (20 June 2026),20 June 2026,743,SG250009679,1060700623,36.16,51.38
Day 2 (20 June 2026),20 June 2026,64,SG250011490,1060700624,68.08,95.87
Day 2 (20 June 2026),20 June 2026,1075,SG250011962,1060700625,24.16,29.62
Day 2 (20 June 2026),20 June 2026,1287,SG250012525,1060700626,15.16,15.73
Day 2 (20 June 2026),20 June 2026,418,SG250017707,1060700629,48.78,72.67
Day 2 (20 June 2026),20 June 2026,693,SG250018096,1060700631,38.12,54.65
Day 2 (20 June 2026),20 June 2026,1423,SG250018660,1060700633,7.39,6.82
Day 2 (20 June 2026),20 June 2026,189,SG250019153,1060700636,59.41,87.68
Day 2 (20 June 2026),20 June 2026,1163,SG250019170,1060700637,20.49,23.85
Day 2 (20 June 2026),20 June 2026,720,SG250020657,1060700641,36.82,52.88
Day 2 (20 June 2026),20 June 2026,556,SG250020930,1060700643,43.13,63.63
Day 2 (20 June 2026),20 June 2026,883,SG250021367,1060700644,31.77,42.2
Day 2 (20 June 2026),20 June 2026,457,SG250021482,1060700645,47.1,70.12
Day 2 (20 June 2026),20 June 2026,769,SG250021591,1060700646,35.46,49.67
Day 2 (20 June 2026),20 June 2026,1214,SG250023530,1060700648,18.5,20.51
Day 2 (20 June 2026),20 June 2026,1007,SG250025235,1060700651,26.83,34.08
Day 2 (20 June 2026),20 June 2026,908,SG250029778,1060700655,30.79,40.56
Day 2 (20 June 2026),20 June 2026,315,SG250032733,1060700657,52.45,79.42
Day 2 (20 June 2026),20 June 2026,888,SG250033121,1060700658,31.49,41.87
Day 2 (20 June 2026),20 June 2026,133,SG250038014,1060700659,62.08,91.35
Day 2 (20 June 2026),20 June 2026,443,SG250038390,1060700660,47.45,71.04
Day 2 (20 June 2026),20 June 2026,685,SG250038397,1060700661,38.45,55.18
Day 2 (20 June 2026),20 June 2026,1433,SG250039956,1060700662,6.9,6.16
Day 2 (20 June 2026),20 June 2026,620,SG250040483,1060700663,40.79,59.44
Day 2 (20 June 2026),20 June 2026,1076,SG250042232,1060700665,24.15,29.55
Day 2 (20 June 2026),20 June 2026,912,SG250042481,1060700666,30.74,40.3
Day 2 (20 June 2026),20 June 2026,1216,SG250042854,1060700667,18.48,20.38
Day 2 (20 June 2026),20 June 2026,863,SG250046362,1060700668,32.15,43.51
Day 2 (20 June 2026),20 June 2026,171,SG250049286,1060700671,60.4,88.86
Day 2 (20 June 2026),20 June 2026,1282,SG250050096,1060700672,15.49,16.06
Day 2 (20 June 2026),20 June 2026,1191,SG250051742,1060700673,19.2,22.02
Day 2 (20 June 2026),20 June 2026,1231,SG250052194,1060700674,17.54,19.4
Day 2 (20 June 2026),20 June 2026,480,SG250069164,1060700680,46.06,68.61
Day 2 (20 June 2026),20 June 2026,998,SG250070911,1060700683,27.43,34.67
Day 2 (20 June 2026),20 June 2026,673,SG250071220,1060700684,38.82,55.96
Day 2 (20 June 2026),20 June 2026,415,SG250071958,1060700685,48.79,72.87
Day 2 (20 June 2026),20 June 2026,345,SG250072189,1060700686,51.44,77.46
Day 2 (20 June 2026),20 June 2026,292,SG250072314,1060700687,53.78,80.93
Day 2 (20 June 2026),20 June 2026,406,SG250074438,1060700689,49.12,73.46
Day 2 (20 June 2026),20 June 2026,1267,SG250078239,1060700690,16.13,17.04
Day 2 (20 June 2026),20 June 2026,311,SG250079249,1060700691,52.76,79.69
Day 2 (20 June 2026),20 June 2026,236,SG250080616,1060700693,56.75,84.6
Day 2 (20 June 2026),20 June 2026,1434,SG250083095,1060700695,6.9,6.09
Day 2 (20 June 2026),20 June 2026,1401,SG250086045,1060700697,8.54,8.26
Day 2 (20 June 2026),20 June 2026,885,SG250086146,1060700698,31.75,42.07
Day 2 (20 June 2026),20 June 2026,1132,SG250088939,1060700702,21.51,25.88
Day 2 (20 June 2026),20 June 2026,55,SG250092490,1060700705,69.03,96.46
Day 2 (20 June 2026),20 June 2026,897,SG250098572,1060700707,31.17,41.28
Day 2 (20 June 2026),20 June 2026,276,SG250098580,1060700708,54.76,81.98
Day 2 (20 June 2026),20 June 2026,485,SG250099189,1060700710,45.79,68.28
Day 2 (20 June 2026),20 June 2026,1374,SG250108619,1060700717,10.18,10.03
Day 2 (20 June 2026),20 June 2026,896,SG250110715,1060700719,31.45,41.35
Day 2 (20 June 2026),20 June 2026,780,SG250110937,1060700720,35.13,48.95
Day 2 (20 June 2026),20 June 2026,881,SG250111688,1060700721,31.78,42.33
Day 2 (20 June 2026),20 June 2026,1523,SG250117404,1060700724,-3.42,0.26
Day 2 (20 June 2026),20 June 2026,681,SG250119946,1060700725,38.78,55.44
Day 2 (20 June 2026),20 June 2026,221,SG250120218,1060700726,57.42,85.58
Day 2 (20 June 2026),20 June 2026,916,SG250126787,1060700730,30.46,40.04
Day 2 (20 June 2026),20 June 2026,649,SG250127301,1060700731,39.76,57.54
Day 2 (20 June 2026),20 June 2026,803,SG250128074,1060700733,34.45,47.44
Day 2 (20 June 2026),20 June 2026,1416,SG250128340,1060700734,7.84,7.27
Day 2 (20 June 2026),20 June 2026,1164,SG250130048,1060700735,20.49,23.79
Day 2 (20 June 2026),20 June 2026,1348,SG250130136,1060700736,12.21,11.73
Day 2 (20 June 2026),20 June 2026,291,SG250136932,1060700741,54.05,81.0
Day 2 (20 June 2026),20 June 2026,1130,SG250142339,1060700743,21.53,26.02
Day 2 (20 June 2026),20 June 2026,605,SG250142573,1060700744,41.43,60.42
Day 2 (20 June 2026),20 June 2026,978,SG250143020,1060700746,28.13,35.98
Day 2 (20 June 2026),20 June 2026,747,SG250147082,1060700751,36.14,51.11
Day 2 (20 June 2026),20 June 2026,764,SG250147183,1060700752,35.76,50.0
Day 2 (20 June 2026),20 June 2026,238,SG250001501,1070700754,56.74,84.47
Day 2 (20 June 2026),20 June 2026,744,SG250001523,1070700755,36.16,51.31
Day 2 (20 June 2026),20 June 2026,268,SG250004249,1070700758,55.41,82.5
Day 2 (20 June 2026),20 June 2026,1046,SG250004497,1070700759,25.14,31.52
Day 2 (20 June 2026),20 June 2026,145,SG250005456,1070700760,61.41,90.56
Day 2 (20 June 2026),20 June 2026,798,SG250005519,1070700761,34.48,47.77
Day 2 (20 June 2026),20 June 2026,752,SG250005623,1070700762,36.11,50.79
Day 2 (20 June 2026),20 June 2026,1182,SG250009577,1070700763,19.79,22.61
Day 2 (20 June 2026),20 June 2026,1293,SG250011767,1070700765,14.87,15.33
Day 2 (20 June 2026),20 June 2026,494,SG250013682,1070700767,45.44,67.69
Day 2 (20 June 2026),20 June 2026,1223,SG250015581,1070700768,18.17,19.92
Day 2 (20 June 2026),20 June 2026,470,SG250015839,1070700769,46.43,69.27
Day 2 (20 June 2026),20 June 2026,301,SG250017593,1070700772,53.11,80.34
Day 2 (20 June 2026),20 June 2026,949,SG250017600,1070700773,29.12,37.88
Day 2 (20 June 2026),20 June 2026,630,SG250017789,1070700774,40.43,58.78
Day 2 (20 June 2026),20 June 2026,1323,SG250019240,1070700776,13.53,13.37
Day 2 (20 June 2026),20 June 2026,1069,SG250023344,1070700778,24.4,30.01
Day 2 (20 June 2026),20 June 2026,1152,SG250025516,1070700780,21.1,24.57
Day 2 (20 June 2026),20 June 2026,1410,SG250025767,1070700781,8.17,7.67
Day 2 (20 June 2026),20 June 2026,185,SG250026084,1070700782,59.43,87.94
Day 2 (20 June 2026),20 June 2026,601,SG250027843,1070700784,41.45,60.68
Day 2 (20 June 2026),20 June 2026,920,SG250029344,1070700787,30.35,39.78
Day 2 (20 June 2026),20 June 2026,1021,SG250037577,1070700789,26.12,33.16
Day 2 (20 June 2026),20 June 2026,446,SG250038551,1070700790,47.44,70.84
Day 2 (20 June 2026),20 June 2026,533,SG250039190,1070700791,43.78,65.14
Day 2 (20 June 2026),20 June 2026,1454,SG250043806,1070700792,5.57,4.78
Day 2 (20 June 2026),20 June 2026,72,SG250048917,1070700793,67.08,95.35
Day 2 (20 June 2026),20 June 2026,341,SG250051522,1070700795,51.74,77.72
Day 2 (20 June 2026),20 June 2026,168,SG250052448,1070700796,60.72,89.06
Day 2 (20 June 2026),20 June 2026,1419,SG250052736,1070700797,7.55,7.08
Day 2 (20 June 2026),20 June 2026,100,SG250053386,1070700798,64.75,93.51
Day 2 (20 June 2026),20 June 2026,1024,SG250055553,1070700799,26.11,32.96
Day 2 (20 June 2026),20 June 2026,1302,SG250062973,1070700803,14.5,14.74
Day 2 (20 June 2026),20 June 2026,1156,SG250063241,1070700804,20.83,24.31
Day 2 (20 June 2026),20 June 2026,670,SG250067707,1070700806,39.11,56.16
Day 2 (20 June 2026),20 June 2026,1250,SG250069261,1070700808,16.79,18.15
Day 2 (20 June 2026),20 June 2026,459,SG250072347,1070700810,47.09,69.99
Day 2 (20 June 2026),20 June 2026,146,SG250079457,1070700812,61.41,90.5
Day 2 (20 June 2026),20 June 2026,404,SG250080043,1070700814,49.4,73.59
Day 2 (20 June 2026),20 June 2026,103,SG250084413,1070700815,64.74,93.32
Day 2 (20 June 2026),20 June 2026,1070,SG250084463,1070700816,24.4,29.95
Day 2 (20 June 2026),20 June 2026,653,SG250086791,1070700817,39.47,57.27
Day 2 (20 June 2026),20 June 2026,855,SG250087329,1070700818,32.44,44.04
Day 2 (20 June 2026),20 June 2026,336,SG250088803,1070700819,51.77,78.05
Day 2 (20 June 2026),20 June 2026,1312,SG250096603,1070700825,14.18,14.09
Day 2 (20 June 2026),20 June 2026,545,SG250099501,1070700828,43.44,64.35
Day 2 (20 June 2026),20 June 2026,159,SG250113638,1070700834,61.08,89.65
Day 2 (20 June 2026),20 June 2026,60,SG250122144,1070700836,68.4,96.13
Day 2 (20 June 2026),20 June 2026,1306,SG250129910,1070700840,14.44,14.48
Day 2 (20 June 2026),20 June 2026,1171,SG250130910,1070700841,20.18,23.33
Day 2 (20 June 2026),20 June 2026,312,SG250133173,1070700844,52.76,79.62
Day 2 (20 June 2026),20 June 2026,991,SG250135645,1070700845,27.48,35.12
Day 2 (20 June 2026),20 June 2026,115,SG250144005,1070700849,63.4,92.53
Day 2 (20 June 2026),20 June 2026,1061,SG250150304,1070700854,24.51,30.54
Day 2 (20 June 2026),20 June 2026,1050,SG250001779,1080700855,24.83,31.26
Day 2 (20 June 2026),20 June 2026,479,SG250002026,1080700856,46.08,68.68
Day 2 (20 June 2026),20 June 2026,524,SG250006086,1080700859,44.14,65.73
Day 2 (20 June 2026),20 June 2026,773,SG250010298,1080700862,35.42,49.41
Day 2 (20 June 2026),20 June 2026,89,SG250012181,1080700863,66.07,94.23
Day 2 (20 June 2026),20 June 2026,1290,SG250013292,1080700864,14.88,15.53
Day 2 (20 June 2026),20 June 2026,1474,SG250013497,1080700865,3.23,3.47
Day 2 (20 June 2026),20 June 2026,388,SG250014152,1080700866,49.77,74.64
Day 2 (20 June 2026),20 June 2026,149,SG250014716,1080700867,61.4,90.3
Day 2 (20 June 2026),20 June 2026,190,SG250015395,1080700868,59.1,87.61
Day 2 (20 June 2026),20 June 2026,935,SG250018663,1080700869,29.78,38.79
Day 2 (20 June 2026),20 June 2026,637,SG250018902,1080700870,40.14,58.32
Day 2 (20 June 2026),20 June 2026,1260,SG250019013,1080700871,16.21,17.5
Day 2 (20 June 2026),20 June 2026,784,SG250019992,1080700872,35.07,48.69
Day 2 (20 June 2026),20 June 2026,1494,SG250020379,1080700873,1.56,2.16
Day 2 (20 June 2026),20 June 2026,1057,SG250021340,1080700875,24.78,30.8
Day 2 (20 June 2026),20 June 2026,1085,SG250021370,1080700876,23.81,28.96
Day 2 (20 June 2026),20 June 2026,1359,SG250022171,1080700877,11.22,11.01
Day 2 (20 June 2026),20 June 2026,892,SG250025978,1080700882,31.47,41.61
Day 2 (20 June 2026),20 June 2026,1335,SG250029542,1080700883,12.85,12.58
Day 2 (20 June 2026),20 June 2026,654,SG250030522,1080700884,39.47,57.21
Day 2 (20 June 2026),20 June 2026,1299,SG250036913,1080700887,14.52,14.94
Day 2 (20 June 2026),20 June 2026,220,SG250039303,1080700888,57.43,85.65
Day 2 (20 June 2026),20 June 2026,35,SG250045036,1080700892,71.72,97.77
Day 2 (20 June 2026),20 June 2026,1332,SG250048248,1080700893,13.16,12.78
Day 2 (20 June 2026),20 June 2026,1088,SG250048818,1080700894,23.52,28.77
Day 2 (20 June 2026),20 June 2026,1259,SG250052447,1080700895,16.46,17.56
Day 2 (20 June 2026),20 June 2026,1307,SG250052520,1080700896,14.42,14.42
Day 2 (20 June 2026),20 June 2026,585,SG250055859,1080700897,42.08,61.73
Day 2 (20 June 2026),20 June 2026,900,SG250056896,1080700898,31.14,41.09
Day 2 (20 June 2026),20 June 2026,1504,SG250056908,1080700899,0.34,1.51
Day 2 (20 June 2026),20 June 2026,1116,SG250060082,1080700900,22.14,26.93
Day 2 (20 June 2026),20 June 2026,48,SG250068035,1080700903,69.74,96.92
Day 2 (20 June 2026),20 June 2026,700,SG250078855,1080700904,37.49,54.19
Day 2 (20 June 2026),20 June 2026,442,SG250078893,1080700905,47.46,71.1
Day 2 (20 June 2026),20 June 2026,931,SG250086161,1080700909,29.81,39.06
Day 2 (20 June 2026),20 June 2026,576,SG250086904,1080700910,42.45,62.32
Day 2 (20 June 2026),20 June 2026,93,SG250091434,1080700912,65.42,93.97
Day 2 (20 June 2026),20 June 2026,583,SG250093322,1080700913,42.12,61.86
Day 2 (20 June 2026),20 June 2026,552,SG250095972,1080700916,43.41,63.89
Day 2 (20 June 2026),20 June 2026,753,SG250099527,1080700918,36.11,50.72
Day 2 (20 June 2026),20 June 2026,1360,SG250099603,1080700919,11.17,10.94
Day 2 (20 June 2026),20 June 2026,1139,SG250099876,1080700920,21.48,25.43
Day 2 (20 June 2026),20 June 2026,1036,SG250101799,1080700924,25.49,32.18
Day 2 (20 June 2026),20 June 2026,591,SG250103825,1080700926,41.77,61.34
Day 2 (20 June 2026),20 June 2026,613,SG250109249,1080700927,41.12,59.9
Day 2 (20 June 2026),20 June 2026,1351,SG250114254,1080700929,12.17,11.53
Day 2 (20 June 2026),20 June 2026,1098,SG250122308,1080700933,23.39,28.11
Day 2 (20 June 2026),20 June 2026,710,SG250123784,1080700934,37.44,53.54
Day 2 (20 June 2026),20 June 2026,1121,SG250125811,1080700935,21.84,26.61
Day 2 (20 June 2026),20 June 2026,1425,SG250132062,1080700937,7.23,6.68
Day 2 (20 June 2026),20 June 2026,10,SG250142045,1080700942,78.05,99.41
Day 2 (20 June 2026),20 June 2026,1015,SG250148602,1080700947,26.45,33.55
Day 2 (20 June 2026),20 June 2026,302,SG250001446,1090700950,53.09,80.28
Day 2 (20 June 2026),20 June 2026,1001,SG250006361,1090700954,27.15,34.47
Day 2 (20 June 2026),20 June 2026,1172,SG250006381,1090700956,20.18,23.26
Day 2 (20 June 2026),20 June 2026,1459,SG250006470,1090700957,5.14,4.46
Day 2 (20 June 2026),20 June 2026,1361,SG250008469,1090700958,11.14,10.88
Day 2 (20 June 2026),20 June 2026,792,SG250009905,1090700959,34.79,48.17
Day 2 (20 June 2026),20 June 2026,844,SG250011757,1090700960,32.8,44.76
Day 2 (20 June 2026),20 June 2026,1449,SG250012340,1090700961,5.87,5.11
Day 2 (20 June 2026),20 June 2026,1437,SG250016095,1090700965,6.85,5.9
Day 2 (20 June 2026),20 June 2026,503,SG250017257,1090700966,44.78,67.1
Day 2 (20 June 2026),20 June 2026,510,SG250019108,1090700968,44.47,66.64
Day 2 (20 June 2026),20 June 2026,1511,SG250025951,1090700973,-0.44,1.05
Day 2 (20 June 2026),20 June 2026,627,SG250028283,1090700974,40.44,58.98
Day 2 (20 June 2026),20 June 2026,771,SG250033230,1090700976,35.44,49.54
Day 2 (20 June 2026),20 June 2026,719,SG250033408,1090700977,37.09,52.95
Day 2 (20 June 2026),20 June 2026,502,SG250035447,1090700980,45.09,67.17
Day 2 (20 June 2026),20 June 2026,1144,SG250036276,1090700981,21.18,25.1
Day 2 (20 June 2026),20 June 2026,734,SG250036590,1090700982,36.46,51.97
Day 2 (20 June 2026),20 June 2026,847,SG250037109,1090700983,32.79,44.56
Day 2 (20 June 2026),20 June 2026,1352,SG250039320,1090700984,12.16,11.47
Day 2 (20 June 2026),20 June 2026,711,SG250042477,1090700985,37.44,53.47
Day 2 (20 June 2026),20 June 2026,495,SG250049630,1090700988,45.44,67.63
Day 2 (20 June 2026),20 June 2026,1149,SG250053000,1090700990,21.13,24.77
Day 2 (20 June 2026),20 June 2026,1146,SG250057101,1090700992,21.15,24.97
Day 2 (20 June 2026),20 June 2026,981,SG250057219,1090700993,27.84,35.78
Day 2 (20 June 2026),20 June 2026,1258,SG250057829,1090700994,16.47,17.63
Day 2 (20 June 2026),20 June 2026,46,SG250058093,1090700995,70.05,97.05
Day 2 (20 June 2026),20 June 2026,638,SG250060777,1090700996,40.14,58.26
Day 2 (20 June 2026),20 June 2026,1275,SG250064712,1090700998,15.81,16.51
Day 2 (20 June 2026),20 June 2026,853,SG250068863,1090701000,32.46,44.17
Day 2 (20 June 2026),20 June 2026,399,SG250074319,1090701004,49.44,73.92
Day 2 (20 June 2026),20 June 2026,262,SG250075407,1090701005,55.44,82.9
Day 2 (20 June 2026),20 June 2026,1304,SG250082322,1090701009,14.48,14.61
Day 2 (20 June 2026),20 June 2026,542,SG250098528,1090701015,43.71,64.55
Day 2 (20 June 2026),20 June 2026,1490,SG250098688,1090701016,1.58,2.42
Day 2 (20 June 2026),20 June 2026,785,SG250115758,1090701023,34.83,48.62
Day 2 (20 June 2026),20 June 2026,577,SG250118532,1090701024,42.45,62.25
Day 2 (20 June 2026),20 June 2026,722,SG250118611,1090701025,36.8,52.75
Day 2 (20 June 2026),20 June 2026,328,SG250120317,1090701027,52.09,78.57
Day 2 (20 June 2026),20 June 2026,351,SG250124553,1090701028,51.12,77.06
Day 2 (20 June 2026),20 June 2026,316,SG250135439,1090701039,52.45,79.36
Day 2 (20 June 2026),20 June 2026,854,SG250137253,1090701040,32.46,44.1
Day 2 (20 June 2026),20 June 2026,1336,SG250137894,1090701041,12.84,12.52
Day 2 (20 June 2026),20 June 2026,1261,SG250140169,1090701043,16.21,17.43
Day 2 (20 June 2026),20 June 2026,707,SG250143241,1090701045,37.45,53.74
Day 2 (20 June 2026),20 June 2026,81,SG250149458,1090701049,66.41,94.76
Day 2 (20 June 2026),20 June 2026,890,SG250000261,1100701051,31.48,41.74
Day 2 (20 June 2026),20 June 2026,1142,SG250001718,1100701052,21.37,25.23
Day 2 (20 June 2026),20 June 2026,625,SG250001720,1100701053,40.47,59.11
Day 2 (20 June 2026),20 June 2026,1077,SG250002025,1100701054,24.15,29.49
Day 2 (20 June 2026),20 June 2026,12,SG250006642,1100701056,77.39,99.28
Day 2 (20 June 2026),20 June 2026,433,SG250006973,1100701057,48.09,71.69
Day 2 (20 June 2026),20 June 2026,150,SG250007044,1100701058,61.4,90.24
Day 2 (20 June 2026),20 June 2026,671,SG250009272,1100701060,39.11,56.09
Day 2 (20 June 2026),20 June 2026,1175,SG250014101,1100701065,20.12,23.07
Day 2 (20 June 2026),20 June 2026,521,SG250014295,1100701066,44.41,65.92
Day 2 (20 June 2026),20 June 2026,607,SG250022568,1100701068,41.38,60.29
Day 2 (20 June 2026),20 June 2026,658,SG250024970,1100701072,39.46,56.95
Day 2 (20 June 2026),20 June 2026,285,SG250028300,1100701075,54.39,81.39
Day 2 (20 June 2026),20 June 2026,1324,SG250029184,1100701077,13.53,13.3
Day 2 (20 June 2026),20 June 2026,621,SG250032152,1100701080,40.79,59.37
Day 2 (20 June 2026),20 June 2026,329,SG250033190,1100701082,52.09,78.51
Day 2 (20 June 2026),20 June 2026,187,SG250033268,1100701083,59.42,87.81
Day 2 (20 June 2026),20 June 2026,1157,SG250036629,1100701085,20.83,24.25
Day 2 (20 June 2026),20 June 2026,534,SG250038818,1100701086,43.78,65.07
Day 2 (20 June 2026),20 June 2026,953,SG250039039,1100701087,28.83,37.61
Day 2 (20 June 2026),20 June 2026,536,SG250041454,1100701088,43.77,64.94
Day 2 (20 June 2026),20 June 2026,893,SG250042711,1100701089,31.47,41.55
Day 2 (20 June 2026),20 June 2026,1503,SG250043123,1100701090,0.39,1.57
Day 2 (20 June 2026),20 June 2026,192,SG250045183,1100701091,59.09,87.48
Day 2 (20 June 2026),20 June 2026,1438,SG250046235,1100701092,6.84,5.83
Day 2 (20 June 2026),20 June 2026,304,SG250047851,1100701093,53.07,80.14
Day 2 (20 June 2026),20 June 2026,541,SG250047941,1100701095,43.75,64.61
Day 2 (20 June 2026),20 June 2026,1393,SG250049488,1100701096,9.2,8.78
Day 2 (20 June 2026),20 June 2026,305,SG250053919,1100701100,53.06,80.08
Day 2 (20 June 2026),20 June 2026,943,SG250054785,1100701102,29.47,38.27
Day 2 (20 June 2026),20 June 2026,468,SG250055257,1100701103,46.44,69.4
Day 2 (20 June 2026),20 June 2026,1192,SG250063559,1100701107,19.2,21.95
Day 2 (20 June 2026),20 June 2026,400,SG250063608,1100701108,49.44,73.85
Day 2 (20 June 2026),20 June 2026,1122,SG250066959,1100701109,21.84,26.54
Day 2 (20 June 2026),20 June 2026,307,SG250068938,1100701110,52.77,79.95
Day 2 (20 June 2026),20 June 2026,140,SG250069359,1100701111,61.43,90.89
Day 2 (20 June 2026),20 June 2026,1516,SG250071319,1100701112,-1.08,0.72
Day 2 (20 June 2026),20 June 2026,1483,SG250076086,1100701117,2.47,2.88
Day 2 (20 June 2026),20 June 2026,507,SG250079032,1100701120,44.74,66.84
Day 2 (20 June 2026),20 June 2026,1465,SG250080154,1100701121,4.24,4.06
Day 2 (20 June 2026),20 June 2026,697,SG250084085,1100701122,37.75,54.39
Day 2 (20 June 2026),20 June 2026,543,SG250084929,1100701123,43.45,64.48
Day 2 (20 June 2026),20 June 2026,965,SG250091598,1100701125,28.51,36.83
Day 2 (20 June 2026),20 June 2026,641,SG250099459,1100701126,40.1,58.06
Day 2 (20 June 2026),20 June 2026,1488,SG250102477,1100701127,1.88,2.56
Day 2 (20 June 2026),20 June 2026,749,SG250105218,1100701128,36.13,50.98
Day 2 (20 June 2026),20 June 2026,277,SG250106440,1100701129,54.76,81.91
Day 2 (20 June 2026),20 June 2026,408,SG250108252,1100701131,49.1,73.33
Day 2 (20 June 2026),20 June 2026,1022,SG250109155,1100701132,26.12,33.09
Day 2 (20 June 2026),20 June 2026,851,SG250109531,1100701133,32.47,44.3
Day 2 (20 June 2026),20 June 2026,308,SG250109571,1100701134,52.77,79.88
Day 2 (20 June 2026),20 June 2026,804,SG250112022,1100701137,34.45,47.38
Day 2 (20 June 2026),20 June 2026,1404,SG250115237,1100701139,8.23,8.06
Day 2 (20 June 2026),20 June 2026,440,SG250122012,1100701140,47.75,71.23
Day 2 (20 June 2026),20 June 2026,987,SG250128347,1100701141,27.76,35.39
Day 2 (20 June 2026),20 June 2026,153,SG250132753,1100701143,61.09,90.04
Day 2 (20 June 2026),20 June 2026,738,SG250133183,1100701144,36.45,51.7
Day 2 (20 June 2026),20 June 2026,333,SG250141256,1100701150,52.07,78.24
Day 2 (20 June 2026),20 June 2026,1466,SG250144247,1100701156,4.24,4.0
Day 2 (20 June 2026),20 June 2026,340,SG250002004,1110701160,51.75,77.79
Day 2 (20 June 2026),20 June 2026,257,SG250002627,1110701161,55.76,83.22
Day 2 (20 June 2026),20 June 2026,36,SG250003661,1110701164,71.72,97.71
Day 2 (20 June 2026),20 June 2026,191,SG250003717,1110701165,59.1,87.55
Day 2 (20 June 2026),20 June 2026,28,SG250004252,1110701166,72.72,98.23
Day 2 (20 June 2026),20 June 2026,1230,SG250006349,1110701167,17.77,19.46
Day 2 (20 June 2026),20 June 2026,968,SG250006510,1110701168,28.5,36.63
Day 2 (20 June 2026),20 June 2026,905,SG250007473,1110701169,30.84,40.76
Day 2 (20 June 2026),20 June 2026,22,SG250008304,1110701171,74.05,98.62
Day 2 (20 June 2026),20 June 2026,1358,SG250011016,1110701173,11.43,11.07
Day 2 (20 June 2026),20 June 2026,98,SG250012739,1110701175,65.07,93.64
Day 2 (20 June 2026),20 June 2026,295,SG250013026,1110701177,53.76,80.73
Day 2 (20 June 2026),20 June 2026,650,SG250013141,1110701178,39.75,57.47
Day 2 (20 June 2026),20 June 2026,546,SG250013270,1110701180,43.44,64.29
Day 2 (20 June 2026),20 June 2026,272,SG250013466,1110701181,55.06,82.24
Day 2 (20 June 2026),20 June 2026,690,SG250016143,1110701185,38.43,54.85
Day 2 (20 June 2026),20 June 2026,117,SG250016518,1110701188,63.39,92.4
Day 2 (20 June 2026),20 June 2026,3,SG250017016,1110701189,82.03,99.87
Day 2 (20 June 2026),20 June 2026,1280,SG250018144,1110701190,15.5,16.19
Day 2 (20 June 2026),20 June 2026,71,SG250018725,1110701191,67.4,95.41
Day 2 (20 June 2026),20 June 2026,512,SG250018752,1110701192,44.45,66.51
Day 2 (20 June 2026),20 June 2026,193,SG250019741,1110701193,59.09,87.42
Day 2 (20 June 2026),20 June 2026,852,SG250019957,1110701194,32.47,44.23
Day 2 (20 June 2026),20 June 2026,1195,SG250020103,1110701195,19.18,21.76
Day 2 (20 June 2026),20 June 2026,330,SG250020632,1110701196,52.09,78.44
Day 2 (20 June 2026),20 June 2026,1355,SG250020942,1110701198,11.84,11.27
Day 2 (20 June 2026),20 June 2026,337,SG250023811,1110701201,51.77,77.98
Day 2 (20 June 2026),20 June 2026,829,SG250025358,1110701202,33.46,45.74
Day 2 (20 June 2026),20 June 2026,750,SG250026805,1110701203,36.12,50.92
Day 2 (20 June 2026),20 June 2026,452,SG250027050,1110701204,47.4,70.45
Day 2 (20 June 2026),20 June 2026,65,SG250027419,1110701205,68.08,95.81
Day 2 (20 June 2026),20 June 2026,393,SG250027882,1110701206,49.75,74.31
Day 2 (20 June 2026),20 June 2026,789,SG250028993,1110701207,34.82,48.36
Day 2 (20 June 2026),20 June 2026,1184,SG250029851,1110701210,19.76,22.48
Day 2 (20 June 2026),20 June 2026,6,SG250030082,1110701211,79.68,99.67
Day 2 (20 June 2026),20 June 2026,7,SG250031969,1110701213,79.37,99.61
Day 2 (20 June 2026),20 June 2026,1176,SG250034976,1110701215,19.86,23.0
Day 2 (20 June 2026),20 June 2026,349,SG250038686,1110701216,51.42,77.2
Day 2 (20 June 2026),20 June 2026,1238,SG250040541,1110701217,17.44,18.94
Day 2 (20 June 2026),20 June 2026,988,SG250040756,1110701218,27.71,35.32
Day 2 (20 June 2026),20 June 2026,679,SG250041467,1110701219,38.81,55.57
Day 2 (20 June 2026),20 June 2026,137,SG250041561,1110701220,62.04,91.09
Day 2 (20 June 2026),20 June 2026,809,SG250041753,1110701221,34.15,47.05
Day 2 (20 June 2026),20 June 2026,500,SG250041825,1110701222,45.1,67.3
Day 2 (20 June 2026),20 June 2026,817,SG250042441,1110701224,33.8,46.53
Day 2 (20 June 2026),20 June 2026,1273,SG250046271,1110701229,15.84,16.64
Day 2 (20 June 2026),20 June 2026,409,SG250047299,1110701230,49.1,73.26
