Day,Exam_Date,Rank,Registration_No,Roll_No,Marks,Percentile
Day 1 (19 July 2026),19 July 2026,75,SG250076585,1050500838,49.41,79.5
Day 1 (19 July 2026),19 July 2026,339,SG250079755,1050500840,2.7,6.37
Day 1 (19 July 2026),19 July 2026,39,SG250079903,1050500841,57.76,89.47
Day 1 (19 July 2026),19 July 2026,138,SG250082348,1050500843,38.05,62.05
Day 1 (19 July 2026),19 July 2026,253,SG250084447,1050500844,16.53,30.19
Day 1 (19 July 2026),19 July 2026,314,SG250087225,1050500846,6.9,13.3
Day 1 (19 July 2026),19 July 2026,325,SG250089904,1050500847,5.42,10.25
Day 1 (19 July 2026),19 July 2026,161,SG250100316,1050500857,33.15,55.68
Day 1 (19 July 2026),19 July 2026,140,SG250108740,1050500861,37.75,61.5
Day 1 (19 July 2026),19 July 2026,317,SG250110303,1050500863,6.34,12.47
Day 1 (19 July 2026),19 July 2026,64,SG250110935,1050500864,50.76,82.55
Day 1 (19 July 2026),19 July 2026,350,SG250114896,1050500865,-0.22,3.32
Day 1 (19 July 2026),19 July 2026,289,SG250117553,1050500867,11.16,20.22
Day 1 (19 July 2026),19 July 2026,252,SG250120817,1050500869,16.54,30.47
Day 1 (19 July 2026),19 July 2026,202,SG250120904,1050500870,25.12,44.32
Day 1 (19 July 2026),19 July 2026,213,SG250122981,1050500874,23.14,41.27
Day 1 (19 July 2026),19 July 2026,49,SG250125137,1050500875,55.44,86.7
Day 1 (19 July 2026),19 July 2026,283,SG250132493,1050500884,11.87,21.88
Day 1 (19 July 2026),19 July 2026,237,SG250133193,1050500887,19.52,34.63
Day 1 (19 July 2026),19 July 2026,315,SG250133399,1050500888,6.9,13.02
Day 1 (19 July 2026),19 July 2026,127,SG250141300,1050500893,40.45,65.1
Day 1 (19 July 2026),19 July 2026,40,SG250144422,1050500897,57.74,89.2
Day 1 (19 July 2026),19 July 2026,27,SG250144955,1050500898,62.74,92.8
Day 1 (19 July 2026),19 July 2026,260,SG250149077,1050500902,15.52,28.25
Day 1 (19 July 2026),19 July 2026,48,SG250150414,1050500907,56.07,86.98
