Day,Exam_Date,Rank,Registration_No,Roll_No,Marks,Percentile
Day 2 (20 June 2026),20 June 2026,112,SG250024944,1121200761,32.42,68.91
Day 2 (20 June 2026),20 June 2026,153,SG250024991,1121200762,28.48,57.42
Day 2 (20 June 2026),20 June 2026,318,SG250033088,1121200766,6.19,11.2
Day 2 (20 June 2026),20 June 2026,140,SG250033913,1121200767,29.79,61.06
Day 2 (20 June 2026),20 June 2026,14,SG250036199,1121200769,52.07,96.36
Day 2 (20 June 2026),20 June 2026,229,SG250039582,1121200771,19.81,36.13
Day 2 (20 June 2026),20 June 2026,198,SG250039791,1121200772,23.8,44.82
Day 2 (20 June 2026),20 June 2026,17,SG250056529,1121200775,51.4,95.52
Day 2 (20 June 2026),20 June 2026,292,SG250057738,1121200776,10.21,18.49
Day 2 (20 June 2026),20 June 2026,222,SG250058939,1121200777,20.77,38.1
Day 2 (20 June 2026),20 June 2026,107,SG250059640,1121200778,32.78,70.31
Day 2 (20 June 2026),20 June 2026,257,SG250065506,1121200783,15.82,28.29
Day 2 (20 June 2026),20 June 2026,203,SG250083321,1121200792,23.41,43.42
Day 2 (20 June 2026),20 June 2026,127,SG250097742,1121200796,31.72,64.71
Day 2 (20 June 2026),20 June 2026,208,SG250128645,1121200802,22.5,42.02
Day 2 (20 June 2026),20 June 2026,250,SG250001952,1131200808,17.43,30.25
Day 2 (20 June 2026),20 June 2026,40,SG250003764,1131200810,44.43,89.08
Day 2 (20 June 2026),20 June 2026,76,SG250005342,1131200813,38.07,78.99
Day 2 (20 June 2026),20 June 2026,221,SG250010895,1131200817,20.78,38.38
Day 2 (20 June 2026),20 June 2026,61,SG250017269,1131200819,39.8,83.19
Day 2 (20 June 2026),20 June 2026,201,SG250021176,1131200823,23.5,43.98
Day 2 (20 June 2026),20 June 2026,174,SG250021247,1131200824,25.82,51.54
Day 2 (20 June 2026),20 June 2026,339,SG250028261,1131200829,2.2,5.32
Day 2 (20 June 2026),20 June 2026,124,SG250035446,1131200833,31.74,65.55
Day 2 (20 June 2026),20 June 2026,244,SG250042550,1131200834,18.16,31.93
Day 2 (20 June 2026),20 June 2026,146,SG250043219,1131200835,29.09,59.38
Day 2 (20 June 2026),20 June 2026,114,SG250046578,1131200836,32.4,68.35
Day 2 (20 June 2026),20 June 2026,278,SG250047290,1131200837,12.15,22.41
Day 2 (20 June 2026),20 June 2026,59,SG250054154,1131200839,40.12,83.75
Day 2 (20 June 2026),20 June 2026,70,SG250057152,1131200840,38.72,80.67
Day 2 (20 June 2026),20 June 2026,3,SG250059992,1131200841,75.04,99.44
Day 2 (20 June 2026),20 June 2026,100,SG250069454,1131200843,34.4,72.27
Day 2 (20 June 2026),20 June 2026,306,SG250088607,1131200852,8.23,14.57
Day 2 (20 June 2026),20 June 2026,343,SG250110156,1131200858,0.89,4.2
Day 2 (20 June 2026),20 June 2026,169,SG250115250,1131200859,26.42,52.94
Day 2 (20 June 2026),20 June 2026,332,SG250116631,1131200860,4.53,7.28
Day 2 (20 June 2026),20 June 2026,327,SG250004320,1141200870,5.2,8.68
Day 2 (20 June 2026),20 June 2026,216,SG250006692,1141200871,21.53,39.78
Day 2 (20 June 2026),20 June 2026,167,SG250011393,1141200873,26.85,53.5
Day 2 (20 June 2026),20 June 2026,119,SG250014587,1141200874,31.79,66.95
Day 2 (20 June 2026),20 June 2026,26,SG250018445,1141200875,48.09,93.0
Day 2 (20 June 2026),20 June 2026,30,SG250019677,1141200876,46.42,91.88
Day 2 (20 June 2026),20 June 2026,225,SG250024584,1141200878,20.2,37.25
Day 2 (20 June 2026),20 June 2026,192,SG250027207,1141200882,24.48,46.5
Day 2 (20 June 2026),20 June 2026,311,SG250028371,1141200883,7.4,13.17
Day 2 (20 June 2026),20 June 2026,20,SG250030654,1141200884,49.74,94.68
Day 2 (20 June 2026),20 June 2026,183,SG250047776,1141200894,25.49,49.02
Day 2 (20 June 2026),20 June 2026,90,SG250049022,1141200895,35.81,75.07
Day 2 (20 June 2026),20 June 2026,118,SG250050037,1141200896,31.8,67.23
